ideal,actual,feeling,model,group,octant
3.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
3.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
5.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
5.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
1.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
2.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
5.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
4.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
3.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
4.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
5.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,3.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
2.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
4.0,3.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
4.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
4.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
2.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
4.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
5.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
1.0,1.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
3.0,4.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
5.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
4.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
3.0,4.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
4.0,3.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
5.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
4.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
2.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
5.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
5.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
5.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
1.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
3.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
4.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
4.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
2.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
5.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
4.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
5.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
2.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
4.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
5.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
5.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
3.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
